ensemble_size,batch_size,trial_num,predict_ms,optimised
999,3200,41,0.22926367819309235,False
999,3200,42,0.22896379232406616,False
999,3200,43,0.23008324205875397,False
999,3200,44,0.22941362112760544,False
999,3200,45,0.22885296493768692,False
999,3200,46,0.22719241678714752,False
999,3200,47,0.22736284881830215,False
999,3200,48,0.22828299552202225,False
999,3200,49,0.22905319929122925,False
999,6400,0,0.2991640940308571,False
999,6400,1,0.2723224461078644,False
999,6400,2,0.2602236345410347,False
999,6400,3,0.25890301913022995,False
999,6400,4,0.25944411754608154,False
999,6400,5,0.25831256061792374,False
999,6400,6,0.2570236101746559,False
999,6400,7,0.2567637711763382,False
999,6400,8,0.2567935734987259,False
999,6400,9,0.27066469192504883,False
999,6400,10,0.2646036446094513,False
999,6400,11,0.2565337345004082,False
999,6400,12,0.2570543438196182,False
999,6400,13,0.25731325149536133,False
999,6400,14,0.2624746412038803,False
999,6400,15,0.2588927745819092,False
999,6400,16,0.25935471057891846,False
999,6400,17,0.2577938139438629,False
999,6400,18,0.25913305580616,False
999,6400,19,0.25592371821403503,False
999,6400,20,0.2571437507867813,False
999,6400,21,0.2572629600763321,False
999,6400,22,0.25541335344314575,False
999,6400,23,0.25594327598810196,False
999,6400,24,0.25559309870004654,False
999,6400,25,0.25630369782447815,False
999,6400,26,0.25506317615509033,False
999,6400,27,0.25349389761686325,False
999,6400,28,0.2635736018419266,False
999,6400,29,0.25651324540376663,False
999,6400,30,0.25506410747766495,False
999,6400,31,0.26077311486005783,False
999,6400,32,0.2557840198278427,False
999,6400,33,0.25787297636270523,False
999,6400,34,0.2651941031217575,False
999,6400,35,0.2606930211186409,False
999,6400,36,0.263323076069355,False
999,6400,37,0.2556638792157173,False
999,6400,38,0.25574304163455963,False
999,6400,39,0.25574304163455963,False
999,6400,40,0.2560345456004143,False
999,6400,41,0.254693441092968,False
999,6400,42,0.2552829682826996,False
999,6400,43,0.25533419102430344,False
999,6400,44,0.26029255241155624,False
999,6400,45,0.2529444172978401,False
999,6400,46,0.2543525770306587,False
999,6400,47,0.2651941031217575,False
999,6400,48,0.2548433840274811,False
999,6400,49,0.25485269725322723,False
999,10000,0,0.31639356166124344,False
999,10000,1,0.2964446321129799,False
999,10000,2,0.30047446489334106,False
999,10000,3,0.2877041697502136,False
999,10000,4,0.2794340252876282,False
999,10000,5,0.2792626619338989,False
999,10000,6,0.28091389685869217,False
999,10000,7,0.27837418019771576,False
999,10000,8,0.2814829349517822,False
999,10000,9,0.27952343225479126,False
999,10000,10,0.27869362384080887,False
999,10000,11,0.29011256992816925,False
999,10000,12,0.29453448951244354,False
999,10000,13,0.28157420456409454,False
999,10000,14,0.2841241657733917,False
999,10000,15,0.2838531509041786,False
999,10000,16,0.2852343022823334,False
999,10000,17,0.27746427804231644,False
999,10000,18,0.2816440537571907,False
999,10000,19,0.2781832590699196,False
999,10000,20,0.28553418815135956,False
999,10000,21,0.2806345000863075,False
999,10000,22,0.2766326069831848,False
999,10000,23,0.27698371559381485,False
999,10000,24,0.27745403349399567,False
999,10000,25,0.2756332978606224,False
999,10000,26,0.27520395815372467,False
999,10000,27,0.2820845693349838,False
999,10000,28,0.27538277208805084,False
999,10000,29,0.27447380125522614,False
999,10000,30,0.2759629860520363,False
999,10000,31,0.28727389872074127,False
999,10000,32,0.289183109998703,False
999,10000,33,0.2816542983055115,False
999,10000,34,0.33429358154535294,False
999,10000,35,0.3455355763435364,False
999,10000,36,0.3008740022778511,False
999,10000,37,0.2919137477874756,False
999,10000,38,0.28574373573064804,False
999,10000,39,0.28313416987657547,False
999,10000,40,0.2841940149664879,False
999,10000,41,0.28828438371419907,False
999,10000,42,0.2866433933377266,False
999,10000,43,0.2990439534187317,False
999,10000,44,0.30459463596343994,False
999,10000,45,0.2776132896542549,False
999,10000,46,0.28204359114170074,False
999,10000,47,0.2841241657733917,False
999,10000,48,0.2845730632543564,False
999,10000,49,0.28225407004356384,False
900,1,0,0.3414154052734375,False
900,1,1,0.19253231585025787,False
900,1,2,0.18266309052705765,False
900,1,3,0.17775222659111023,False
900,1,4,0.17659272998571396,False
900,1,5,0.17630308866500854,False
900,1,6,0.1760115846991539,False
900,1,7,0.17310213297605515,False
